family	donor_node	recipient_node	donor_is_terminal	recipient_is_terminal	sample_support_count	sample_support	recipient_class	recipient_order	donor_class	donor_order
soxa	GCF_050749815.1	node_79	True	False	2	0.02			c__Gammaproteobacteria	o__Xanthomonadales
soxa	node_128	node_138	False	False	1	0.01				
soxa	node_175	node_112	False	False	10	0.1				
soxa	GCF_029953595.1	node_168	True	False	1	0.01			c__Alphaproteobacteria	o__Rhodobacterales
soxa	node_51	GCF_050749815.1	False	True	1	0.01	c__Gammaproteobacteria	o__Xanthomonadales		
soxa	node_13	node_11	False	False	4	0.04				
soxa	node_90	GCF_001305595.1	False	True	1	0.01	c__Alphaproteobacteria	o__Azospirillales		
soxa	node_49	node_106	False	False	8	0.08				
soxa	node_130	node_142	False	False	1	0.01				
soxa	node_92	node_57	False	False	4	0.04				
soxa	node_51	node_92	False	False	3	0.03				
soxa	node_183	node_207	False	False	2	0.02				
soxa	node_29	GCF_013343005.1	False	True	1	0.01	c__Gammaproteobacteria	o__GCF-013343005		
soxa	node_90	node_50	False	False	1	0.01				
soxa	GCF_000008625.1	node_49	True	False	1	0.01			c__Aquificia	o__Aquificales
soxa	node_49	node_233	False	False	1	0.01				
soxa	node_174	node_154	False	False	2	0.02				
soxa	node_154	node_153	False	False	6	0.06				
soxa	GCF_013201705.1	node_218	True	False	7	0.07			c__Campylobacteria	o__Campylobacterales
soxa	node_59	node_37	False	False	9	0.09				
soxa	node_84	node_82	False	False	4	0.04				
soxa	node_154	GCF_044772865.1	False	True	21	0.21	c__Alphaproteobacteria	o__Rhodobacterales		
soxa	GCF_025857195.1	node_133	True	False	2	0.02			c__Alphaproteobacteria	o__Rhodobacterales
soxa	node_174	GCF_016806125.1	False	True	17	0.17	c__Alphaproteobacteria	o__Rhodobacterales		
soxa	node_24	node_14	False	False	2	0.02				
soxa	GCF_000012965.1	node_193	True	False	5	0.05			c__Campylobacteria	o__Campylobacterales
soxa	node_27	GCF_009650135.1	False	True	5	0.05	c__Gammaproteobacteria	o__Pseudomonadales		
soxa	node_46	node_43	False	False	3	0.03				
soxa	GCF_033954455.1	GCF_000224005.2	True	True	6	0.06	c__Gammaproteobacteria	o__Chromatiales	c__Gammaproteobacteria	o__Chromatiales
soxa	GCF_012932215.1	node_144	True	False	3	0.03			c__Alphaproteobacteria	o__Rhodobacterales
soxa	node_0	node_178	False	False	1	0.01				
soxa	node_102	GCF_000018145.1	False	True	10	0.1	c__Alphaproteobacteria	o__Rhodobacterales		
soxa	node_18	node_207	False	False	4	0.04				
soxa	node_102	node_128	False	False	2	0.02				
soxa	node_38	node_26	False	False	6	0.06				
soxa	GCF_026191725.2	node_143	True	False	15	0.15			c__Alphaproteobacteria	o__Rhizobiales
soxa	node_210	GCF_003544815.1	False	True	4	0.04	c__Campylobacteria	o__Campylobacterales		
soxa	GCF_000192745.1	node_31	True	False	3	0.03			c__Alphaproteobacteria	o__Rhizobiales
soxa	node_200	GCF_014905135.1	False	True	25	0.25	c__Campylobacteria	o__Campylobacterales		
soxa	GCF_013358405.1	node_112	True	False	8	0.08			c__Alphaproteobacteria	o__Rhizobiales
soxa	GCF_045277565.1	node_102	True	False	1	0.01			c__Alphaproteobacteria	o__Rhodobacterales
soxa	node_208	GCF_001723605.1	False	True	9	0.09	c__Campylobacteria	o__Campylobacterales		
soxa	GCF_029953595.1	node_119	True	False	10	0.1			c__Alphaproteobacteria	o__Rhodobacterales
soxa	GCF_000192745.1	node_106	True	False	30	0.3			c__Alphaproteobacteria	o__Rhizobiales
soxa	node_110	node_109	False	False	3	0.03				
soxa	node_5	node_46	False	False	9	0.09				
soxa	node_5	node_24	False	False	1	0.01				
soxa	node_205	GCF_000186245.1	False	True	7	0.07	c__Campylobacteria	o__Campylobacterales		
soxa	node_130	node_143	False	False	9	0.09				
soxa	node_127	node_102	False	False	10	0.1				
soxa	node_231	node_236	False	False	14	0.14				
soxa	node_18	node_205	False	False	2	0.02				
soxa	node_205	GCF_001723605.1	False	True	1	0.01	c__Campylobacteria	o__Campylobacterales		
soxa	node_212	node_210	False	False	4	0.04				
soxa	node_174	GCF_044772865.1	False	True	5	0.05	c__Alphaproteobacteria	o__Rhodobacterales		
soxa	GCF_000015585.1	GCF_001305575.3	True	True	23	0.23	c__Gammaproteobacteria	o__Beggiatoales	c__Gammaproteobacteria	o__Nitrococcales
soxa	GCF_024662015.1	GCF_018282095.1	True	True	20	0.2	c__Alphaproteobacteria	o__Rhizobiales	c__Alphaproteobacteria	o__Thalassobaculales
soxa	node_49	node_31	False	False	5	0.05				
soxa	GCF_000968535.2	node_25	True	False	1	0.01			c__Gammaproteobacteria	o__Methylococcales
soxa	node_5	node_13	False	False	32	0.32				
soxa	GCF_044772865.1	node_153	True	False	12	0.12			c__Alphaproteobacteria	o__Rhodobacterales
soxa	GCF_013358405.1	node_32	True	False	8	0.08			c__Alphaproteobacteria	o__Rhizobiales
soxa	node_236	node_181	False	False	41	0.41				
soxa	node_229	node_212	False	False	5	0.05				
soxa	node_175	node_123	False	False	1	0.01				
soxa	GCF_047715485.1	node_158	True	False	3	0.03			c__Alphaproteobacteria	o__Rhodobacterales
soxa	GCF_047549485.1	node_80	True	False	10	0.1			c__Gammaproteobacteria	o__Burkholderiales
soxa	node_167	node_171	False	False	7	0.07				
soxa	GCF_044772865.1	GCF_047715485.1	True	True	6	0.06	c__Alphaproteobacteria	o__Rhodobacterales	c__Alphaproteobacteria	o__Rhodobacterales
soxa	node_31	node_106	False	False	3	0.03				
soxa	node_231	GCF_000015585.1	False	True	12	0.12	c__Gammaproteobacteria	o__Nitrococcales		
soxa	GCF_040269895.1	node_72	True	False	1	0.01			c__Alphaproteobacteria	o__Rhizobiales
soxa	node_3	node_101	False	False	1	0.01				
soxa	node_50	node_37	False	False	1	0.01				
soxa	GCF_013201825.1	node_205	True	False	2	0.02			c__Campylobacteria	o__Campylobacterales
soxa	node_52	node_99	False	False	11	0.11				
soxa	node_148	GCF_003544895.1	False	True	18	0.18	c__Alphaproteobacteria	o__Rhodobacterales		
soxa	node_49	node_35	False	False	19	0.19				
soxa	node_99	node_90	False	False	7	0.07				
soxa	node_4	node_45	False	False	2	0.02				
soxa	GCF_013358405.1	node_177	True	False	5	0.05			c__Alphaproteobacteria	o__Rhizobiales
soxa	node_157	GCF_032842945.2	False	True	16	0.16	c__Alphaproteobacteria	o__Rhodobacterales		
soxa	node_12	node_14	False	False	12	0.12				
soxa	GCF_040269895.1	node_52	True	False	2	0.02			c__Alphaproteobacteria	o__Rhizobiales
soxa	node_206	GCF_000186245.1	False	True	1	0.01	c__Campylobacteria	o__Campylobacterales		
soxa	GCF_050749815.1	node_12	True	False	1	0.01			c__Gammaproteobacteria	o__Xanthomonadales
soxa	node_72	node_61	False	False	2	0.02				
soxa	node_66	GCF_014489595.1	False	True	1	0.01	c__Gammaproteobacteria	o__Burkholderiales		
soxa	node_206	GCF_001723605.1	False	True	1	0.01	c__Campylobacteria	o__Campylobacterales		
soxa	GCF_013358405.1	node_124	True	False	8	0.08			c__Alphaproteobacteria	o__Rhizobiales
soxa	node_19	node_79	False	False	1	0.01				
soxa	node_6	node_32	False	False	6	0.06				
soxa	node_174	node_149	False	False	1	0.01				
soxa	GCF_040269895.1	node_179	True	False	4	0.04			c__Alphaproteobacteria	o__Rhizobiales
soxa	node_131	node_137	False	False	2	0.02				
soxa	node_100	node_59	False	False	1	0.01				
soxa	node_153	node_154	False	False	14	0.14				
soxa	node_148	node_102	False	False	1	0.01				
soxa	node_6	node_12	False	False	7	0.07				
soxa	node_50	node_57	False	False	2	0.02				
soxa	node_12	GCF_000022145.1	False	True	1	0.01	c__Myxococcia	o__Myxococcales		
soxa	node_231	node_11	False	False	4	0.04				
soxa	GCF_003008575.1	GCF_033100095.1	True	True	12	0.12	c__Gammaproteobacteria	o__Burkholderiales	c__Gammaproteobacteria	o__Burkholderiales
soxa	GCF_003008575.1	GCF_017498525.1	True	True	12	0.12	c__Gammaproteobacteria	o__Burkholderiales	c__Gammaproteobacteria	o__Burkholderiales
soxa	node_62	node_69	False	False	4	0.04				
soxa	node_82	node_86	False	False	35	0.35				
soxa	node_19	node_5	False	False	1	0.01				
soxa	node_69	node_62	False	False	2	0.02				
soxa	node_35	GCF_000192745.1	False	True	15	0.15	c__Alphaproteobacteria	o__Rhizobiales		
soxa	node_149	node_128	False	False	17	0.17				
soxa	node_149	node_165	False	False	17	0.17				
soxa	node_149	GCF_000018145.1	False	True	19	0.19	c__Alphaproteobacteria	o__Rhodobacterales		
soxa	node_168	node_171	False	False	3	0.03				
soxa	node_69	node_72	False	False	3	0.03				
soxa	node_50	GCF_001305595.1	False	True	14	0.14	c__Alphaproteobacteria	o__Azospirillales		
soxa	node_231	node_2	False	False	1	0.01				
soxa	GCF_009650135.1	node_23	True	False	18	0.18			c__Gammaproteobacteria	o__Pseudomonadales
soxa	node_50	node_67	False	False	1	0.01				
soxa	node_149	GCF_016806125.1	False	True	15	0.15	c__Alphaproteobacteria	o__Rhodobacterales		
soxa	node_149	node_122	False	False	8	0.08				
soxa	node_233	node_31	False	False	7	0.07				
soxa	node_183	node_208	False	False	7	0.07				
soxa	node_122	node_153	False	False	5	0.05				
soxa	node_27	node_29	False	False	10	0.1				
soxa	node_31	GCF_003966715.1	False	True	1	0.01	c__Alphaproteobacteria	o__Rhizobiales		
soxa	node_103	GCF_000018145.1	False	True	4	0.04	c__Alphaproteobacteria	o__Rhodobacterales		
soxa	GCF_000025705.1	GCF_000297055.2	True	True	4	0.04	c__Gammaproteobacteria	o__Burkholderiales	c__Gammaproteobacteria	o__Burkholderiales
soxa	node_148	node_103	False	False	5	0.05				
soxa	node_165	node_122	False	False	4	0.04				
soxa	node_122	GCF_016806125.1	False	True	6	0.06	c__Alphaproteobacteria	o__Rhodobacterales		
soxa	node_230	GCF_000015585.1	False	True	14	0.14	c__Gammaproteobacteria	o__Nitrococcales		
soxa	node_107	node_109	False	False	1	0.01				
soxa	GCF_000202835.1	node_106	True	False	1	0.01			c__Alphaproteobacteria	o__Acetobacterales
soxa	GCF_009789575.1	node_175	True	False	10	0.1			c__Alphaproteobacteria	o__Rhizobiales
soxa	GCF_003966715.1	node_124	True	False	1	0.01			c__Alphaproteobacteria	o__Rhizobiales
soxa	GCF_029958925.1	node_140	True	False	4	0.04			c__Alphaproteobacteria	o__Rhodobacterales
soxa	node_31	node_49	False	False	5	0.05				
soxa	GCF_003966715.1	node_104	True	False	8	0.08			c__Alphaproteobacteria	o__Rhizobiales
soxa	node_161	GCF_029958925.1	False	True	3	0.03	c__Alphaproteobacteria	o__Rhodobacterales		
soxa	node_65	node_70	False	False	2	0.02				
soxa	node_103	node_127	False	False	1	0.01				
soxa	node_153	node_132	False	False	4	0.04				
soxa	node_115	GCF_026898155.1	False	True	1	0.01	c__Alphaproteobacteria	o__Rhizobiales		
soxa	node_230	node_188	False	False	1	0.01				
soxa	GCF_000202835.1	node_109	True	False	26	0.26			c__Alphaproteobacteria	o__Acetobacterales
soxa	node_189	node_183	False	False	2	0.02				
soxa	node_175	node_115	False	False	1	0.01				
soxa	node_155	GCF_032842945.2	False	True	12	0.12	c__Alphaproteobacteria	o__Rhodobacterales		
soxa	node_66	node_63	False	False	1	0.01				
soxa	node_13	node_28	False	False	3	0.03				
soxa	node_165	GCF_044772865.1	False	True	2	0.02	c__Alphaproteobacteria	o__Rhodobacterales		
soxa	node_5	node_12	False	False	7	0.07				
soxa	GCF_047549485.1	node_40	True	False	1	0.01			c__Gammaproteobacteria	o__Burkholderiales
soxa	GCF_013307245.1	node_87	True	False	16	0.16			c__Gammaproteobacteria	o__Burkholderiales
soxa	node_188	node_231	False	False	1	0.01				
soxa	node_28	GCF_013343005.1	False	True	9	0.09	c__Gammaproteobacteria	o__GCF-013343005		
soxa	GCF_044772865.1	GCF_016806125.1	True	True	2	0.02	c__Alphaproteobacteria	o__Rhodobacterales	c__Alphaproteobacteria	o__Rhodobacterales
soxa	GCF_044772865.1	node_122	True	False	3	0.03			c__Alphaproteobacteria	o__Rhodobacterales
soxa	node_44	node_45	False	False	1	0.01				
soxa	node_64	GCF_007954405.1	False	True	13	0.13	c__Gammaproteobacteria	o__Burkholderiales		
soxa	node_206	GCF_013283835.1	False	True	3	0.03	c__Campylobacteria	o__Campylobacterales		
soxa	node_174	GCF_047715485.1	False	True	1	0.01	c__Alphaproteobacteria	o__Rhodobacterales		
soxa	node_161	node_137	False	False	24	0.24				
soxa	node_207	GCF_024267655.1	False	True	6	0.06	c__Campylobacteria	o__Campylobacterales		
soxa	GCF_000186245.1	node_205	True	False	2	0.02			c__Campylobacteria	o__Campylobacterales
soxa	node_50	node_99	False	False	2	0.02				
soxa	GCF_009650135.1	node_27	True	False	3	0.03			c__Gammaproteobacteria	o__Pseudomonadales
soxa	node_174	node_138	False	False	3	0.03				
soxa	node_19	GCF_000968535.2	False	True	22	0.22	c__Gammaproteobacteria	o__Methylococcales		
soxa	node_72	GCF_007954405.1	False	True	1	0.01	c__Gammaproteobacteria	o__Burkholderiales		
soxa	node_130	GCF_029853695.1	False	True	2	0.02	c__Alphaproteobacteria	o__Rhodobacterales		
soxa	GCF_001723605.1	GCF_000186245.1	True	True	6	0.06	c__Campylobacteria	o__Campylobacterales	c__Campylobacteria	o__Campylobacterales
soxa	node_50	node_72	False	False	7	0.07				
soxa	GCF_047715485.1	GCF_032842945.2	True	True	7	0.07	c__Alphaproteobacteria	o__Rhodobacterales	c__Alphaproteobacteria	o__Rhodobacterales
soxa	node_160	GCF_047715485.1	False	True	1	0.01	c__Alphaproteobacteria	o__Rhodobacterales		
soxa	node_153	node_122	False	False	13	0.13				
soxa	node_142	GCF_026191725.2	False	True	7	0.07	c__Alphaproteobacteria	o__Rhizobiales		
soxa	GCF_034555965.2	GCF_040580765.1	True	True	3	0.03	c__Alphaproteobacteria	o__Rhodobacterales	c__Alphaproteobacteria	o__Rhodobacterales
soxa	node_63	node_62	False	False	4	0.04				
soxa	node_129	node_133	False	False	1	0.01				
soxa	node_137	GCF_001308265.1	False	True	8	0.08	c__Alphaproteobacteria	o__Rhodobacterales		
soxa	node_217	node_211	False	False	7	0.07				
soxa	node_153	node_160	False	False	3	0.03				
soxa	node_44	node_46	False	False	6	0.06				
soxa	node_91	node_93	False	False	6	0.06				
soxa	node_6	node_43	False	False	2	0.02				
soxa	GCF_002504165.1	node_133	True	False	1	0.01			c__Alphaproteobacteria	o__Rhodobacterales
soxa	node_49	GCF_000192745.1	False	True	6	0.06	c__Alphaproteobacteria	o__Rhizobiales		
soxa	GCF_016807805.1	node_104	True	False	10	0.1			c__Alphaproteobacteria	o__Rhizobiales
soxa	node_142	GCF_040790665.1	False	True	6	0.06	c__Alphaproteobacteria	o__Rhodobacterales		
soxa	GCF_040580765.1	GCF_034555965.2	True	True	7	0.07	c__Alphaproteobacteria	o__Rhodobacterales	c__Alphaproteobacteria	o__Rhodobacterales
soxa	node_43	node_46	False	False	2	0.02				
soxa	node_50	node_40	False	False	8	0.08				
soxa	node_149	node_174	False	False	2	0.02				
soxa	node_149	GCF_044772865.1	False	True	4	0.04	c__Alphaproteobacteria	o__Rhodobacterales		
soxa	node_36	node_25	False	False	1	0.01				
soxa	GCF_000186245.1	node_207	True	False	2	0.02			c__Campylobacteria	o__Campylobacterales
soxa	node_182	GCF_000186245.1	False	True	2	0.02	c__Campylobacteria	o__Campylobacterales		
soxa	node_49	node_105	False	False	3	0.03				
soxa	node_40	node_46	False	False	2	0.02				
soxa	GCF_964332355.1	node_91	True	False	9	0.09			c__Gammaproteobacteria	o__Burkholderiales
soxa	node_91	node_51	False	False	2	0.02				
soxa	node_123	node_175	False	False	10	0.1				
soxa	GCF_050749815.1	node_59	True	False	2	0.02			c__Gammaproteobacteria	o__Xanthomonadales
soxa	node_50	GCF_050749815.1	False	True	5	0.05	c__Gammaproteobacteria	o__Xanthomonadales		
soxa	node_145	GCF_044772865.1	False	True	4	0.04	c__Alphaproteobacteria	o__Rhodobacterales		
soxa	node_127	node_138	False	False	3	0.03				
soxa	node_122	node_145	False	False	2	0.02				
soxa	GCF_013343005.1	node_28	True	False	17	0.17			c__Gammaproteobacteria	o__GCF-013343005
soxa	GCF_050749815.1	node_91	True	False	1	0.01			c__Gammaproteobacteria	o__Xanthomonadales
soxa	node_126	GCF_040790665.1	False	True	3	0.03	c__Alphaproteobacteria	o__Rhodobacterales		
soxa	node_105	node_35	False	False	3	0.03				
soxa	GCF_000018145.1	node_127	True	False	1	0.01			c__Alphaproteobacteria	o__Rhodobacterales
soxa	node_145	node_153	False	False	3	0.03				
soxa	node_138	node_120	False	False	1	0.01				
soxa	GCF_001953055.1	GCF_002215215.1	True	True	1	0.01	c__Gammaproteobacteria	o__Granulosicoccales	c__Alphaproteobacteria	o__Rhizobiales
soxa	node_142	node_160	False	False	1	0.01				
soxa	GCF_020162115.1	node_65	True	False	14	0.14			c__Gammaproteobacteria	o__Burkholderiales
soxa	node_65	node_75	False	False	4	0.04				
soxa	node_138	node_122	False	False	2	0.02				
soxa	node_125	GCF_013358405.1	False	True	4	0.04	c__Alphaproteobacteria	o__Rhizobiales		
soxa	node_122	node_142	False	False	1	0.01				
soxa	node_174	node_112	False	False	1	0.01				
soxa	GCF_000186245.1	GCF_001723605.1	True	True	5	0.05	c__Campylobacteria	o__Campylobacterales	c__Campylobacteria	o__Campylobacterales
soxa	GCF_029853695.1	GCF_001308265.1	True	True	1	0.01	c__Alphaproteobacteria	o__Rhodobacterales	c__Alphaproteobacteria	o__Rhodobacterales
soxa	GCF_001305575.3	node_8	True	False	3	0.03			c__Gammaproteobacteria	o__Beggiatoales
soxa	GCF_013343005.1	GCF_009650135.1	True	True	14	0.14	c__Gammaproteobacteria	o__Pseudomonadales	c__Gammaproteobacteria	o__GCF-013343005
soxa	GCF_002215215.1	GCF_003403095.1	True	True	1	0.01	c__Alphaproteobacteria	o__Rhodospirillales	c__Gammaproteobacteria	o__Granulosicoccales
soxa	GCF_003403095.1	node_125	True	False	3	0.03			c__Alphaproteobacteria	o__Rhodospirillales
soxa	node_138	node_165	False	False	2	0.02				
soxa	node_142	node_153	False	False	1	0.01				
soxa	node_144	node_154	False	False	1	0.01				
soxa	GCF_009789575.1	node_174	True	False	3	0.03			c__Alphaproteobacteria	o__Rhizobiales
soxa	node_24	node_20	False	False	13	0.13				
soxa	GCF_001308265.1	node_135	True	False	1	0.01			c__Alphaproteobacteria	o__Rhodobacterales
soxa	GCF_001953055.1	node_116	True	False	4	0.04			c__Alphaproteobacteria	o__Rhizobiales
soxa	node_138	GCF_000018145.1	False	True	2	0.02	c__Alphaproteobacteria	o__Rhodobacterales		
soxa	node_18	GCF_000186245.1	False	True	4	0.04	c__Campylobacteria	o__Campylobacterales		
soxa	node_161	GCF_029853695.1	False	True	2	0.02	c__Alphaproteobacteria	o__Rhodobacterales		
soxa	GCF_017498525.1	GCF_007954405.1	True	True	1	0.01	c__Gammaproteobacteria	o__Burkholderiales	c__Gammaproteobacteria	o__Burkholderiales
soxa	node_230	node_236	False	False	12	0.12				
soxa	GCF_018736085.1	node_108	True	False	7	0.07			c__Alphaproteobacteria	o__Rhizobiales
soxa	node_23	GCF_009650135.1	False	True	5	0.05	c__Gammaproteobacteria	o__Pseudomonadales		
soxa	GCF_029953595.1	node_170	True	False	7	0.07			c__Alphaproteobacteria	o__Rhodobacterales
soxa	node_133	GCF_026191725.2	False	True	1	0.01	c__Alphaproteobacteria	o__Rhizobiales		
soxa	node_233	node_124	False	False	2	0.02				
soxa	node_18	node_2	False	False	1	0.01				
soxa	GCF_017498525.1	node_68	True	False	1	0.01			c__Gammaproteobacteria	o__Burkholderiales
soxa	GCF_001308265.1	node_136	True	False	3	0.03			c__Alphaproteobacteria	o__Rhodobacterales
soxa	GCF_004214795.1	GCF_001956695.1	True	True	1	0.01	c__Campylobacteria	o__Campylobacterales	c__Campylobacteria	o__Campylobacterales
soxa	node_161	node_135	False	False	4	0.04				
soxa	node_130	node_134	False	False	1	0.01				
soxa	node_210	node_211	False	False	5	0.05				
soxa	node_184	node_188	False	False	6	0.06				
soxa	node_35	node_105	False	False	2	0.02				
soxa	GCF_001308265.1	GCF_029958925.1	True	True	3	0.03	c__Alphaproteobacteria	o__Rhodobacterales	c__Alphaproteobacteria	o__Rhodobacterales
soxa	GCF_016807805.1	node_102	True	False	1	0.01			c__Alphaproteobacteria	o__Rhizobiales
soxa	node_134	GCF_040790665.1	False	True	2	0.02	c__Alphaproteobacteria	o__Rhodobacterales		
soxa	node_134	GCF_026191725.2	False	True	1	0.01	c__Alphaproteobacteria	o__Rhizobiales		
soxa	node_209	node_180	False	False	3	0.03				
soxa	GCF_001999245.1	GCF_000158095.2	True	True	2	0.02	c__Alphaproteobacteria	o__Rhizobiales	c__Alphaproteobacteria	o__Rhizobiales
soxa	node_122	node_154	False	False	2	0.02				
soxa	GCF_003008555.2	node_155	True	False	1	0.01			c__Alphaproteobacteria	o__Rhodobacterales
soxa	node_162	GCF_016806125.1	False	True	2	0.02	c__Alphaproteobacteria	o__Rhodobacterales		
soxa	GCF_016806125.1	node_122	True	False	6	0.06			c__Alphaproteobacteria	o__Rhodobacterales
soxa	node_6	node_44	False	False	4	0.04				
soxa	GCF_013358405.1	GCF_001999245.1	True	True	2	0.02	c__Alphaproteobacteria	o__Rhizobiales	c__Alphaproteobacteria	o__Rhizobiales
soxa	GCF_007954405.1	node_64	True	False	2	0.02			c__Gammaproteobacteria	o__Burkholderiales
soxa	node_108	node_176	False	False	3	0.03				
soxa	node_12	node_13	False	False	2	0.02				
soxa	node_154	node_160	False	False	2	0.02				
soxa	node_24	node_28	False	False	2	0.02				
soxa	node_153	node_131	False	False	1	0.01				
soxa	node_233	node_106	False	False	7	0.07				
soxa	node_230	GCF_001305575.3	False	True	9	0.09	c__Gammaproteobacteria	o__Beggiatoales		
soxa	node_207	GCF_013283835.1	False	True	3	0.03	c__Campylobacteria	o__Campylobacterales		
soxa	node_106	node_49	False	False	6	0.06				
soxa	node_161	node_136	False	False	1	0.01				
soxa	node_143	node_126	False	False	1	0.01				
soxa	node_65	node_69	False	False	2	0.02				
soxa	GCF_016807805.1	node_107	True	False	1	0.01			c__Alphaproteobacteria	o__Rhizobiales
