assembly_accession	n_cds	n_sox_hits	n_excluded_pseudogene_or_partial_sox_hits	n_distinct_sox_genes	sox_genes	n_mobile_features	sox_with_mobile_within_20kb	refseq_category	taxid	species_taxid	organism_name	assembly_level	group	genome_size	gc_percent	scaffold_count	contig_count	annotation_provider	annotation_date	ftp_path	gff_url	protein_url	genome_url	gtdb_accession	gtdb_lineage	gtdb_domain	gtdb_phylum	gtdb_class	gtdb_order	gtdb_family	gtdb_genus	gtdb_species	has_soxB	has_carrier_YZ	has_cytochrome_AX	has_dehydrogenase_CD	module_completeness	module_class	gtdb_mapped
GCF_000069785.1	5841	7	0	6	soxa,soxb,soxc,soxx,soxy,soxz	122	0	reference genome	977880	164546	Cupriavidus taiwanensis LMG 19424	Chromosome	bacteria	6476522	67.000000	3	5	NCBI RefSeq	2025-12-09	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/069/785/GCF_000069785.1_ASM6978v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/069/785/GCF_000069785.1_ASM6978v1//_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/069/785/GCF_000069785.1_ASM6978v1//_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/069/785/GCF_000069785.1_ASM6978v1//_genomic.fna.gz	RS_GCF_000069785.1	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Cupriavidus;s__Cupriavidus taiwanensis	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Cupriavidus	s__Cupriavidus taiwanensis	True	True	True	True	4	complete	True
GCF_000083545.1	5784	9	0	6	soxa,soxb,soxc,soxx,soxy,soxz	143	7	reference genome	661410	408	Methylorubrum extorquens DM4	Complete Genome	bacteria	6123851	68.000000	3	3	NCBI RefSeq	2026-05-16	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/083/545/GCF_000083545.1_ASM8354v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/083/545/GCF_000083545.1_ASM8354v1//_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/083/545/GCF_000083545.1_ASM8354v1//_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/083/545/GCF_000083545.1_ASM8354v1//_genomic.fna.gz	RS_GCF_000083545.1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylobacterium;s__Methylobacterium extorquens	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhizobiales	f__Beijerinckiaceae	g__Methylobacterium	s__Methylobacterium extorquens	True	True	True	True	4	complete	True
GCF_000091545.1	2231	8	0	6	soxa,soxb,soxc,soxx,soxy,soxz	28	0	reference genome	300852	274	Thermus thermophilus HB8	Complete Genome	bacteria	2116056	69.500000	3	3	NCBI RefSeq	2025-12-11	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/091/545/GCF_000091545.1_ASM9154v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/091/545/GCF_000091545.1_ASM9154v1//_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/091/545/GCF_000091545.1_ASM9154v1//_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/091/545/GCF_000091545.1_ASM9154v1//_genomic.fna.gz	RS_GCF_000091545.1	d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Thermaceae;g__Thermus;s__Thermus thermophilus	d__Bacteria	p__Deinococcota	c__Deinococci	o__Deinococcales	f__Thermaceae	g__Thermus	s__Thermus thermophilus	True	True	True	True	4	complete	True
GCF_000092125.1	3704	9	1	6	soxa,soxb,soxc,soxx,soxy,soxz	175	8	reference genome	526227	52022	Allomeiothermus silvanus DSM 9946	Complete Genome	bacteria	3721669	62.500000	3	3	NCBI RefSeq	2026-03-12	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/092/125/GCF_000092125.1_ASM9212v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/092/125/GCF_000092125.1_ASM9212v1//_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/092/125/GCF_000092125.1_ASM9212v1//_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/092/125/GCF_000092125.1_ASM9212v1//_genomic.fna.gz	RS_GCF_000092125.1	d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Thermaceae;g__Allomeiothermus;s__Allomeiothermus silvanus	d__Bacteria	p__Deinococcota	c__Deinococci	o__Deinococcales	f__Thermaceae	g__Allomeiothermus	s__Allomeiothermus silvanus	True	True	True	True	4	complete	True
GCF_000092245.1	3131	6	0	6	soxa,soxb,soxc,soxx,soxy,soxz	12	0	reference genome	572480	28199	Arcobacter nitrofigilis DSM 7299	Complete Genome	bacteria	3192235	28.500000	1	1	NCBI RefSeq	2025-12-10	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/092/245/GCF_000092245.1_ASM9224v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/092/245/GCF_000092245.1_ASM9224v1//_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/092/245/GCF_000092245.1_ASM9224v1//_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/092/245/GCF_000092245.1_ASM9224v1//_genomic.fna.gz	RS_GCF_000092245.1	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Arcobacteraceae;g__Arcobacter;s__Arcobacter nitrofigilis	d__Bacteria	p__Campylobacterota	c__Campylobacteria	o__Campylobacterales	f__Arcobacteraceae	g__Arcobacter	s__Arcobacter nitrofigilis	True	True	True	True	4	complete	True
GCF_000092925.1	4522	9	0	6	soxa,soxb,soxc,soxx,soxy,soxz	26	4	reference genome	639283	921	Ancylobacter novellus DSM 506	Complete Genome	bacteria	4765023	68.000000	1	1	NCBI RefSeq	2026-03-03	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/092/925/GCF_000092925.1_ASM9292v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/092/925/GCF_000092925.1_ASM9292v1//_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/092/925/GCF_000092925.1_ASM9292v1//_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/092/925/GCF_000092925.1_ASM9292v1//_genomic.fna.gz	RS_GCF_000092925.1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Ancylobacter;s__Ancylobacter novellus	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	g__Ancylobacter	s__Ancylobacter novellus	True	True	True	True	4	complete	True
GCF_000143145.1	3486	8	0	6	soxa,soxb,soxc,soxx,soxy,soxz	14	6	reference genome	582899	53399	Hyphomicrobium denitrificans ATCC 51888	Complete Genome	bacteria	3638969	61.000000	1	1	NCBI RefSeq	2026-04-29	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/143/145/GCF_000143145.1_ASM14314v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/143/145/GCF_000143145.1_ASM14314v1//_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/143/145/GCF_000143145.1_ASM14314v1//_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/143/145/GCF_000143145.1_ASM14314v1//_genomic.fna.gz	RS_GCF_000143145.1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Hyphomicrobium_B;s__Hyphomicrobium_B denitrificans	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhizobiales	f__Hyphomicrobiaceae	g__Hyphomicrobium_B	s__Hyphomicrobium_B denitrificans	True	True	True	True	4	complete	True
GCF_000147355.1	2179	8	0	6	soxa,soxb,soxc,soxx,soxy,soxz	17	3	reference genome	563040	202747	Sulfurimonas autotrophica DSM 16294	Complete Genome	bacteria	2153198	35.000000	1	1	NCBI RefSeq	2026-05-01	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/147/355/GCF_000147355.1_ASM14735v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/147/355/GCF_000147355.1_ASM14735v1//_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/147/355/GCF_000147355.1_ASM14735v1//_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/147/355/GCF_000147355.1_ASM14735v1//_genomic.fna.gz	RS_GCF_000147355.1	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfurimonas;s__Sulfurimonas autotrophica	d__Bacteria	p__Campylobacterota	c__Campylobacteria	o__Campylobacterales	f__Sulfurimonadaceae	g__Sulfurimonas	s__Sulfurimonas autotrophica	True	True	True	True	4	complete	True
GCF_000153125.2	3893	6	0	6	soxa,soxb,soxc,soxx,soxy,soxz	171	0	reference genome	314285	393662	Congregibacter litoralis KT71	Chromosome	bacteria	4351117	57.500000	1	6	NCBI RefSeq	2026-06-30	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/153/125/GCF_000153125.2_ASM15312v2/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/153/125/GCF_000153125.2_ASM15312v2//_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/153/125/GCF_000153125.2_ASM15312v2//_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/153/125/GCF_000153125.2_ASM15312v2//_genomic.fna.gz	RS_GCF_000153125.2	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Congregibacter;s__Congregibacter litoralis	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Pseudomonadales	f__Halieaceae	g__Congregibacter	s__Congregibacter litoralis	True	True	True	True	4	complete	True
GCF_000154705.2	4188	6	0	6	soxa,soxb,soxc,soxx,soxy,soxz	55	0	reference genome	411684	244596	Hoeflea phototrophica DFL-43	Chromosome	bacteria	4468465	60.000000	1	5	NCBI RefSeq	2026-04-30	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/154/705/GCF_000154705.2_ASM15470v2/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/154/705/GCF_000154705.2_ASM15470v2//_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/154/705/GCF_000154705.2_ASM15470v2//_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/154/705/GCF_000154705.2_ASM15470v2//_genomic.fna.gz	RS_GCF_000154705.2	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Hoeflea;s__Hoeflea phototrophica	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Hoeflea	s__Hoeflea phototrophica	True	True	True	True	4	complete	True
GCF_000154785.2	4517	6	0	6	soxa,soxb,soxc,soxx,soxy,soxz	65	0	reference genome	391595	42443	Roseobacter litoralis Och 149	Complete Genome	bacteria	4745450	57.000000	4	4	NCBI RefSeq	2026-05-01	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/154/785/GCF_000154785.2_ASM15478v2/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/154/785/GCF_000154785.2_ASM15478v2//_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/154/785/GCF_000154785.2_ASM15478v2//_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/154/785/GCF_000154785.2_ASM15478v2//_genomic.fna.gz	RS_GCF_000154785.2	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseobacter;s__Roseobacter litoralis	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Roseobacter	s__Roseobacter litoralis	True	True	True	True	4	complete	True
GCF_000158095.2	5021	6	0	6	soxa,soxb,soxc,soxx,soxy,soxz	33	0	reference genome	244592	388408	Roseibium alexandrii DFL-11	Chromosome	bacteria	5462930	56.500000	3	6	NCBI RefSeq	2025-12-09	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/158/095/GCF_000158095.2_ASM15809v2/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/158/095/GCF_000158095.2_ASM15809v2//_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/158/095/GCF_000158095.2_ASM15809v2//_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/158/095/GCF_000158095.2_ASM15809v2//_genomic.fna.gz	RS_GCF_000158095.2	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Stappiaceae;g__Roseibium;s__Roseibium alexandrii	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhizobiales	f__Stappiaceae	g__Roseibium	s__Roseibium alexandrii	True	True	True	True	4	complete	True
GCF_000164905.1	1914	6	0	5	soxa,soxb,soxx,soxy,soxz	5	0	reference genome	608538	940	Hydrogenobacter thermophilus TK-6	Complete Genome	bacteria	1742932	44.000000	1	1	NCBI RefSeq	2026-05-05	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/164/905/GCF_000164905.1_ASM16490v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/164/905/GCF_000164905.1_ASM16490v1//_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/164/905/GCF_000164905.1_ASM16490v1//_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/164/905/GCF_000164905.1_ASM16490v1//_genomic.fna.gz	RS_GCF_000164905.1	d__Bacteria;p__Aquificota;c__Aquificia;o__Aquificales;f__Aquificaceae;g__Hydrogenobacter;s__Hydrogenobacter thermophilus	d__Bacteria	p__Aquificota	c__Aquificia	o__Aquificales	f__Aquificaceae	g__Hydrogenobacter	s__Hydrogenobacter thermophilus	True	True	True	False	3	near_complete	True
GCF_000183725.1	2813	5	0	5	soxa,soxb,soxx,soxy,soxz	25	0	reference genome	709032	148813	Sulfuricurvum kujiense DSM 16994	Complete Genome	bacteria	2819357	44.500000	5	5	NCBI RefSeq	2026-05-01	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/183/725/GCF_000183725.1_ASM18372v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/183/725/GCF_000183725.1_ASM18372v1//_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/183/725/GCF_000183725.1_ASM18372v1//_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/183/725/GCF_000183725.1_ASM18372v1//_genomic.fna.gz	RS_GCF_000183725.1	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfuricurvum;s__Sulfuricurvum kujiense	d__Bacteria	p__Campylobacterota	c__Campylobacteria	o__Campylobacterales	f__Sulfurimonadaceae	g__Sulfuricurvum	s__Sulfuricurvum kujiense	True	True	True	False	3	near_complete	True
GCF_000186245.1	2138	6	0	6	soxa,soxb,soxc,soxx,soxy,soxz	41	0	reference genome	749222	269261	Nitratifractor salsuginis DSM 16511	Complete Genome	bacteria	2101285	54.000000	1	1	NCBI RefSeq	2026-05-01	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/186/245/GCF_000186245.1_ASM18624v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/186/245/GCF_000186245.1_ASM18624v1//_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/186/245/GCF_000186245.1_ASM18624v1//_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/186/245/GCF_000186245.1_ASM18624v1//_genomic.fna.gz	RS_GCF_000186245.1	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurovaceae;g__Nitratifractor;s__Nitratifractor salsuginis	d__Bacteria	p__Campylobacterota	c__Campylobacteria	o__Campylobacterales	f__Sulfurovaceae	g__Nitratifractor	s__Nitratifractor salsuginis	True	True	True	True	4	complete	True
GCF_000192745.1	4458	6	0	6	soxa,soxb,soxc,soxx,soxy,soxz	92	0	reference genome	991905	991904	Polymorphum gilvum SL003B-26A1	Complete Genome	bacteria	4718963	67.000000	2	2	NCBI RefSeq	2026-04-06	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/192/745/GCF_000192745.1_ASM19274v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/192/745/GCF_000192745.1_ASM19274v1//_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/192/745/GCF_000192745.1_ASM19274v1//_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/192/745/GCF_000192745.1_ASM19274v1//_genomic.fna.gz	RS_GCF_000192745.1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Stappiaceae;g__Polymorphum;s__Polymorphum gilvum	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhizobiales	f__Stappiaceae	g__Polymorphum	s__Polymorphum gilvum	True	True	True	True	4	complete	True
GCF_000202835.1	3969	6	0	6	soxa,soxb,soxc,soxx,soxy,soxz	218	6	reference genome	926570	62140	Acidiphilium multivorum AIU301	Complete Genome	bacteria	4214744	67.000000	9	9	NCBI RefSeq	2025-12-11	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/202/835/GCF_000202835.1_ASM20283v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/202/835/GCF_000202835.1_ASM20283v1//_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/202/835/GCF_000202835.1_ASM20283v1//_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/202/835/GCF_000202835.1_ASM20283v1//_genomic.fna.gz	RS_GCF_000202835.1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Acidiphilium;s__Acidiphilium multivorum	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Acetobacterales	f__Acetobacteraceae	g__Acidiphilium	s__Acidiphilium multivorum	True	True	True	True	4	complete	True
GCF_000214275.2	4007	5	0	5	soxa,soxb,soxx,soxy,soxz	165	5	reference genome	686340	39775	Methylomicrobium album BG8	Chromosome	bacteria	4493444	56.500000	2	3	NCBI RefSeq	2026-05-01	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/214/275/GCF_000214275.2_ASM21427v3/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/214/275/GCF_000214275.2_ASM21427v3//_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/214/275/GCF_000214275.2_ASM21427v3//_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/214/275/GCF_000214275.2_ASM21427v3//_genomic.fna.gz	RS_GCF_000214275.2	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methylomicrobium;s__Methylomicrobium agile	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Methylococcales	f__Methylomonadaceae	g__Methylomicrobium	s__Methylomicrobium agile	True	True	True	False	3	near_complete	True
GCF_000215705.1	3962	6	0	6	soxa,soxb,soxc,soxx,soxy,soxz	6	0	reference genome	365046	94132	Ramlibacter tataouinensis TTB310	Complete Genome	bacteria	4070193	70.000000	1	1	NCBI RefSeq	2025-08-04	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/215/705/GCF_000215705.1_ASM21570v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/215/705/GCF_000215705.1_ASM21570v1//_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/215/705/GCF_000215705.1_ASM21570v1//_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/215/705/GCF_000215705.1_ASM21570v1//_genomic.fna.gz	RS_GCF_000215705.1	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_C;g__Ramlibacter;s__Ramlibacter tataouinensis	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae_C	g__Ramlibacter	s__Ramlibacter tataouinensis	True	True	True	True	4	complete	True
GCF_000218565.1	3700	7	0	6	soxa,soxb,soxc,soxx,soxy,soxz	56	0	reference genome	504832	40137	Afipia carboxidovorans OM5	Complete Genome	bacteria	3896074	62.500000	3	3	NCBI RefSeq	2026-04-14	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/218/565/GCF_000218565.1_ASM21856v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/218/565/GCF_000218565.1_ASM21856v1//_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/218/565/GCF_000218565.1_ASM21856v1//_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/218/565/GCF_000218565.1_ASM21856v1//_genomic.fna.gz	RS_GCF_000218565.1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Afipia;s__Afipia carboxidovorans	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	g__Afipia	s__Afipia carboxidovorans	True	True	True	True	4	complete	True
GCF_000219215.1	7901	7	0	6	soxa,soxb,soxc,soxx,soxy,soxz	155	0	reference genome	1042878	106590	Cupriavidus necator N-1	Complete Genome	bacteria	8480857	65.500000	4	4	NCBI RefSeq	2025-12-11	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/219/215/GCF_000219215.1_ASM21921v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/219/215/GCF_000219215.1_ASM21921v1//_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/219/215/GCF_000219215.1_ASM21921v1//_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/219/215/GCF_000219215.1_ASM21921v1//_genomic.fna.gz	RS_GCF_000219215.1	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Cupriavidus;s__Cupriavidus necator	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Cupriavidus	s__Cupriavidus necator	True	True	True	True	4	complete	True
GCF_000219915.2	4420	8	1	5	soxb,soxc,soxx,soxy,soxz	12	0	reference genome	1036672	310575	Advenella kashmirensis WT001	Complete Genome	bacteria	4423879	55.000000	2	2	NCBI RefSeq	2025-12-09	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/219/915/GCF_000219915.2_ASM21991v3/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/219/915/GCF_000219915.2_ASM21991v3//_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/219/915/GCF_000219915.2_ASM21991v3//_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/219/915/GCF_000219915.2_ASM21991v3//_genomic.fna.gz	RS_GCF_000219915.2	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_B;g__Advenella;s__Advenella kashmirensis	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae_B	g__Advenella	s__Advenella kashmirensis	True	True	True	True	4	complete	True
GCF_000221025.1	3215	10	0	5	soxa,soxb,soxx,soxy,soxz	184	5	reference genome	990288	33059	Acidithiobacillus caldus SM-1	Complete Genome	bacteria	3237599	61.000000	5	5	NCBI RefSeq	2026-03-31	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/221/025/GCF_000221025.1_ASM22102v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/221/025/GCF_000221025.1_ASM22102v1//_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/221/025/GCF_000221025.1_ASM22102v1//_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/221/025/GCF_000221025.1_ASM22102v1//_genomic.fna.gz	RS_GCF_000221025.1	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Acidithiobacillales;f__Acidithiobacillaceae;g__Acidithiobacillus_A;s__Acidithiobacillus_A caldus	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Acidithiobacillales	f__Acidithiobacillaceae	g__Acidithiobacillus_A	s__Acidithiobacillus_A caldus	True	True	True	False	3	near_complete	True
GCF_000224005.2	3280	5	0	5	soxa,soxb,soxx,soxy,soxz	37	1	reference genome	765910	37487	Marichromatium purpuratum 984	Complete Genome	bacteria	3779112	68.000000	1	1	NCBI RefSeq	2025-12-09	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/224/005/GCF_000224005.2_ASM22400v3/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/224/005/GCF_000224005.2_ASM22400v3//_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/224/005/GCF_000224005.2_ASM22400v3//_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/224/005/GCF_000224005.2_ASM22400v3//_genomic.fna.gz	RS_GCF_000224005.2	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Chromatiales;f__Chromatiaceae;g__Marichromatium;s__Marichromatium purpuratum	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Chromatiales	f__Chromatiaceae	g__Marichromatium	s__Marichromatium purpuratum	True	True	True	False	3	near_complete	True
