assembly_accession	cluster_id	window_bp	observed_mobile_count	control_mobile_count_mean	observed_mobile_present	control_mobile_present_mean	controls	count_difference	presence_difference
GCF_000219915.2	GCF_000219915.2:NC_017964.1:sox_cluster_2	5000	0	0.0	False	0.0	20	0.0	0.0
GCF_000219915.2	GCF_000219915.2:NC_017964.1:sox_cluster_2	10000	0	0.0	False	0.0	20	0.0	0.0
GCF_000219915.2	GCF_000219915.2:NC_017964.1:sox_cluster_2	20000	0	0.0	False	0.0	20	0.0	0.0
GCF_000219915.2	GCF_000219915.2:NC_017964.1:sox_cluster_3	5000	0	0.0	False	0.0	20	0.0	0.0
GCF_000219915.2	GCF_000219915.2:NC_017964.1:sox_cluster_3	10000	0	0.0	False	0.0	20	0.0	0.0
GCF_000219915.2	GCF_000219915.2:NC_017964.1:sox_cluster_3	20000	0	0.0	False	0.0	20	0.0	0.0
GCF_000219915.2	GCF_000219915.2:NC_017964.1:sox_cluster_4	5000	0	0.0	False	0.0	20	0.0	0.0
GCF_000219915.2	GCF_000219915.2:NC_017964.1:sox_cluster_4	10000	0	0.0	False	0.0	20	0.0	0.0
GCF_000219915.2	GCF_000219915.2:NC_017964.1:sox_cluster_4	20000	0	0.0	False	0.0	20	0.0	0.0
GCF_000221025.1	GCF_000221025.1:NC_015850.1:sox_cluster_1	5000	0	1.4	False	0.55	20	-1.4	-0.55
GCF_000221025.1	GCF_000221025.1:NC_015850.1:sox_cluster_1	10000	1	2.1	True	0.6	20	-1.1	0.4
GCF_000221025.1	GCF_000221025.1:NC_015850.1:sox_cluster_1	20000	1	3.95	True	0.75	20	-2.95	0.25
GCF_000221025.1	GCF_000221025.1:NC_015850.1:sox_cluster_2	5000	0	0.75	False	0.45	20	-0.75	-0.45
GCF_000221025.1	GCF_000221025.1:NC_015850.1:sox_cluster_2	10000	0	1.15	False	0.5	20	-1.15	-0.5
GCF_000221025.1	GCF_000221025.1:NC_015850.1:sox_cluster_2	20000	0	2.2	False	0.65	20	-2.2	-0.65
GCF_000224005.2	GCF_000224005.2:NZ_CP007031.1:sox_cluster_1	5000	0	0.4	False	0.2	20	-0.4	-0.2
GCF_000224005.2	GCF_000224005.2:NZ_CP007031.1:sox_cluster_1	10000	0	0.6	False	0.3	20	-0.6	-0.3
GCF_000224005.2	GCF_000224005.2:NZ_CP007031.1:sox_cluster_1	20000	1	0.7	True	0.4	20	0.30000000000000004	0.6
GCF_000224005.2	GCF_000224005.2:NZ_CP007031.1:sox_cluster_2	5000	0	0.0	False	0.0	20	0.0	0.0
GCF_000224005.2	GCF_000224005.2:NZ_CP007031.1:sox_cluster_2	10000	0	0.0	False	0.0	20	0.0	0.0
GCF_000224005.2	GCF_000224005.2:NZ_CP007031.1:sox_cluster_2	20000	0	0.05	False	0.05	20	-0.05	-0.05
GCF_000227685.2	GCF_000227685.2:NZ_CP007029.1:sox_cluster_1	5000	0	0.05	False	0.05	20	-0.05	-0.05
GCF_000227685.2	GCF_000227685.2:NZ_CP007029.1:sox_cluster_1	10000	0	0.25	False	0.05	20	-0.25	-0.05
GCF_000227685.2	GCF_000227685.2:NZ_CP007029.1:sox_cluster_1	20000	0	0.55	False	0.15	20	-0.55	-0.15
GCF_000227685.2	GCF_000227685.2:NZ_CP007029.1:sox_cluster_2	5000	1	0.1	True	0.05	20	0.9	0.95
GCF_000227685.2	GCF_000227685.2:NZ_CP007029.1:sox_cluster_2	10000	1	0.2	True	0.1	20	0.8	0.9
GCF_000227685.2	GCF_000227685.2:NZ_CP007029.1:sox_cluster_2	20000	1	0.2	True	0.1	20	0.8	0.9
GCF_000227685.2	GCF_000227685.2:NZ_CP007029.1:sox_cluster_3	5000	0	0.25	False	0.05	20	-0.25	-0.05
GCF_000227685.2	GCF_000227685.2:NZ_CP007029.1:sox_cluster_3	10000	0	0.55	False	0.2	20	-0.55	-0.2
GCF_000227685.2	GCF_000227685.2:NZ_CP007029.1:sox_cluster_3	20000	0	0.95	False	0.3	20	-0.95	-0.3
GCF_000227745.2	GCF_000227745.2:NC_018012.1:sox_cluster_1	5000	2	0.4	True	0.35	20	1.6	0.65
GCF_000227745.2	GCF_000227745.2:NC_018012.1:sox_cluster_1	10000	2	0.6	True	0.45	20	1.4	0.55
GCF_000227745.2	GCF_000227745.2:NC_018012.1:sox_cluster_1	20000	2	1.75	True	0.8	20	0.25	0.19999999999999996
GCF_000227745.2	GCF_000227745.2:NC_018012.1:sox_cluster_2	5000	0	0.35	False	0.3	20	-0.35	-0.3
GCF_000227745.2	GCF_000227745.2:NC_018012.1:sox_cluster_2	10000	0	0.7	False	0.4	20	-0.7	-0.4
GCF_000227745.2	GCF_000227745.2:NC_018012.1:sox_cluster_2	20000	1	1.25	True	0.55	20	-0.25	0.44999999999999996
GCF_000227745.2	GCF_000227745.2:NC_018012.1:sox_cluster_3	5000	0	0.75	False	0.6	20	-0.75	-0.6
GCF_000227745.2	GCF_000227745.2:NC_018012.1:sox_cluster_3	10000	0	1.35	False	0.7	20	-1.35	-0.7
GCF_000227745.2	GCF_000227745.2:NC_018012.1:sox_cluster_3	20000	1	2.65	True	0.85	20	-1.65	0.15000000000000002
GCF_000242915.1	GCF_000242915.1:NZ_AFRZ01000001.1:sox_cluster_1	5000	0	0.2	False	0.15	20	-0.2	-0.15
GCF_000242915.1	GCF_000242915.1:NZ_AFRZ01000001.1:sox_cluster_1	10000	0	0.3	False	0.2	20	-0.3	-0.2
GCF_000242915.1	GCF_000242915.1:NZ_AFRZ01000001.1:sox_cluster_1	20000	0	0.4	False	0.3	20	-0.4	-0.3
GCF_000242915.1	GCF_000242915.1:NZ_AFRZ01000001.1:sox_cluster_2	5000	0	0.0	False	0.0	20	0.0	0.0
GCF_000242915.1	GCF_000242915.1:NZ_AFRZ01000001.1:sox_cluster_2	10000	0	0.05	False	0.05	20	-0.05	-0.05
GCF_000242915.1	GCF_000242915.1:NZ_AFRZ01000001.1:sox_cluster_2	20000	0	0.3	False	0.25	20	-0.3	-0.25
GCF_000253115.1	GCF_000253115.1:NC_014145.1:sox_cluster_1	5000	0	0.55	False	0.3	20	-0.55	-0.3
GCF_000253115.1	GCF_000253115.1:NC_014145.1:sox_cluster_1	10000	0	0.85	False	0.4	20	-0.85	-0.4
GCF_000253115.1	GCF_000253115.1:NC_014145.1:sox_cluster_1	20000	0	1.0	False	0.45	20	-1.0	-0.45
GCF_000284275.1	GCF_000284275.1:NC_017082.1:sox_cluster_1	5000	0	0.0	False	0.0	20	0.0	0.0
GCF_000284275.1	GCF_000284275.1:NC_017082.1:sox_cluster_1	10000	0	0.05	False	0.05	20	-0.05	-0.05
GCF_000284275.1	GCF_000284275.1:NC_017082.1:sox_cluster_1	20000	0	0.05	False	0.05	20	-0.05	-0.05
GCF_000284275.1	GCF_000284275.1:NC_017082.1:sox_cluster_2	5000	0	0.0	False	0.0	20	0.0	0.0
GCF_000284275.1	GCF_000284275.1:NC_017082.1:sox_cluster_2	10000	0	0.0	False	0.0	20	0.0	0.0
GCF_000284275.1	GCF_000284275.1:NC_017082.1:sox_cluster_2	20000	0	0.0	False	0.0	20	0.0	0.0
GCF_000284275.1	GCF_000284275.1:NC_017082.1:sox_cluster_3	5000	0	0.0	False	0.0	20	0.0	0.0
GCF_000284275.1	GCF_000284275.1:NC_017082.1:sox_cluster_3	10000	0	0.0	False	0.0	20	0.0	0.0
GCF_000284275.1	GCF_000284275.1:NC_017082.1:sox_cluster_3	20000	0	0.0	False	0.0	20	0.0	0.0
GCF_000297055.2	GCF_000297055.2:NC_022357.1:sox_cluster_1	5000	0	0.0	False	0.0	20	0.0	0.0
GCF_000297055.2	GCF_000297055.2:NC_022357.1:sox_cluster_1	10000	0	0.0	False	0.0	20	0.0	0.0
GCF_000297055.2	GCF_000297055.2:NC_022357.1:sox_cluster_1	20000	0	0.1	False	0.1	20	-0.1	-0.1
GCF_000309885.1	GCF_000309885.1:NC_019386.1:sox_cluster_1	5000	0	0.15	False	0.15	20	-0.15	-0.15
GCF_000309885.1	GCF_000309885.1:NC_019386.1:sox_cluster_1	10000	0	0.25	False	0.2	20	-0.25	-0.2
GCF_000309885.1	GCF_000309885.1:NC_019386.1:sox_cluster_1	20000	0	0.45	False	0.3	20	-0.45	-0.3
GCF_000321415.2	GCF_000321415.2:NC_019902.2:sox_cluster_1	5000	0	0.0	False	0.0	20	0.0	0.0
GCF_000321415.2	GCF_000321415.2:NC_019902.2:sox_cluster_1	10000	0	0.1	False	0.05	20	-0.1	-0.05
GCF_000321415.2	GCF_000321415.2:NC_019902.2:sox_cluster_1	20000	0	0.5	False	0.25	20	-0.5	-0.25
GCF_000321415.2	GCF_000321415.2:NC_019902.2:sox_cluster_2	5000	0	0.2	False	0.15	20	-0.2	-0.15
GCF_000321415.2	GCF_000321415.2:NC_019902.2:sox_cluster_2	10000	0	0.35	False	0.25	20	-0.35	-0.25
GCF_000321415.2	GCF_000321415.2:NC_019902.2:sox_cluster_2	20000	2	0.5	True	0.35	20	1.5	0.65
GCF_000321415.2	GCF_000321415.2:NC_019902.2:sox_cluster_3	5000	0	0.3	False	0.1	20	-0.3	-0.1
GCF_000321415.2	GCF_000321415.2:NC_019902.2:sox_cluster_3	10000	0	0.45	False	0.25	20	-0.45	-0.25
GCF_000321415.2	GCF_000321415.2:NC_019902.2:sox_cluster_3	20000	0	0.75	False	0.3	20	-0.75	-0.3
GCF_000344805.1	GCF_000344805.1:NC_020453.1:sox_cluster_1	5000	0	0.0	False	0.0	20	0.0	0.0
GCF_000344805.1	GCF_000344805.1:NC_020453.1:sox_cluster_1	10000	0	0.0	False	0.0	20	0.0	0.0
GCF_000344805.1	GCF_000344805.1:NC_020453.1:sox_cluster_1	20000	0	0.15	False	0.15	20	-0.15	-0.15
GCF_000344805.1	GCF_000344805.1:NC_020453.1:sox_cluster_2	5000	0	0.0	False	0.0	20	0.0	0.0
GCF_000344805.1	GCF_000344805.1:NC_020453.1:sox_cluster_2	10000	0	0.1	False	0.1	20	-0.1	-0.1
GCF_000344805.1	GCF_000344805.1:NC_020453.1:sox_cluster_2	20000	0	0.3	False	0.25	20	-0.3	-0.25
GCF_000344805.1	GCF_000344805.1:NC_020453.1:sox_cluster_3	5000	0	0.05	False	0.05	20	-0.05	-0.05
GCF_000344805.1	GCF_000344805.1:NC_020453.1:sox_cluster_3	10000	0	0.05	False	0.05	20	-0.05	-0.05
GCF_000344805.1	GCF_000344805.1:NC_020453.1:sox_cluster_3	20000	0	0.1	False	0.1	20	-0.1	-0.1
GCF_000344805.1	GCF_000344805.1:NC_020453.1:sox_cluster_4	5000	0	0.0	False	0.0	20	0.0	0.0
GCF_000344805.1	GCF_000344805.1:NC_020453.1:sox_cluster_4	10000	0	0.0	False	0.0	20	0.0	0.0
GCF_000344805.1	GCF_000344805.1:NC_020453.1:sox_cluster_4	20000	0	0.0	False	0.0	20	0.0	0.0
GCF_000504585.2	GCF_000504585.2:NC_023018.2:sox_cluster_1	5000	0	0.1	False	0.05	20	-0.1	-0.05
GCF_000504585.2	GCF_000504585.2:NC_023018.2:sox_cluster_1	10000	0	0.1	False	0.05	20	-0.1	-0.05
GCF_000504585.2	GCF_000504585.2:NC_023018.2:sox_cluster_1	20000	1	0.1	True	0.05	20	0.9	0.95
GCF_000511355.1	GCF_000511355.1:NC_023135.1:sox_cluster_1	5000	0	0.0	False	0.0	20	0.0	0.0
GCF_000511355.1	GCF_000511355.1:NC_023135.1:sox_cluster_1	10000	0	0.0	False	0.0	20	0.0	0.0
GCF_000511355.1	GCF_000511355.1:NC_023135.1:sox_cluster_1	20000	0	0.7	False	0.25	20	-0.7	-0.25
GCF_000511385.1	GCF_000511385.1:NC_023137.1:sox_cluster_1	5000	0	0.1	False	0.1	20	-0.1	-0.1
GCF_000511385.1	GCF_000511385.1:NC_023137.1:sox_cluster_1	10000	0	0.3	False	0.15	20	-0.3	-0.15
GCF_000511385.1	GCF_000511385.1:NC_023137.1:sox_cluster_1	20000	0	0.45	False	0.2	20	-0.45	-0.2
GCF_000512735.1	GCF_000512735.1:NZ_CP007028.1:sox_cluster_1	5000	0	0.0	False	0.0	20	0.0	0.0
GCF_000512735.1	GCF_000512735.1:NZ_CP007028.1:sox_cluster_1	10000	0	0.0	False	0.0	20	0.0	0.0
GCF_000512735.1	GCF_000512735.1:NZ_CP007028.1:sox_cluster_1	20000	0	0.0	False	0.0	20	0.0	0.0
GCF_000590925.1	GCF_000590925.1:NZ_CP004372.1:sox_cluster_1	5000	0	0.1	False	0.05	20	-0.1	-0.05
GCF_000590925.1	GCF_000590925.1:NZ_CP004372.1:sox_cluster_1	10000	0	0.1	False	0.05	20	-0.1	-0.05
GCF_000590925.1	GCF_000590925.1:NZ_CP004372.1:sox_cluster_1	20000	0	0.1	False	0.05	20	-0.1	-0.05
GCF_000807775.2	GCF_000807775.2:NZ_CP047385.1:sox_cluster_1	5000	0	0.05	False	0.05	20	-0.05	-0.05
GCF_000807775.2	GCF_000807775.2:NZ_CP047385.1:sox_cluster_1	10000	0	0.1	False	0.1	20	-0.1	-0.1
GCF_000807775.2	GCF_000807775.2:NZ_CP047385.1:sox_cluster_1	20000	0	0.1	False	0.1	20	-0.1	-0.1
GCF_000815105.2	GCF_000815105.2:NZ_CP010310.2:sox_cluster_1	5000	0	0.1	False	0.1	20	-0.1	-0.1
GCF_000815105.2	GCF_000815105.2:NZ_CP010310.2:sox_cluster_1	10000	0	0.15	False	0.15	20	-0.15	-0.15
GCF_000815105.2	GCF_000815105.2:NZ_CP010310.2:sox_cluster_1	20000	0	0.3	False	0.25	20	-0.3	-0.25
GCF_000826835.2	GCF_000826835.2:NZ_CP080275.1:sox_cluster_1	5000	0	0.05	False	0.05	20	-0.05	-0.05
GCF_000826835.2	GCF_000826835.2:NZ_CP080275.1:sox_cluster_1	10000	0	0.15	False	0.1	20	-0.15	-0.1
GCF_000826835.2	GCF_000826835.2:NZ_CP080275.1:sox_cluster_1	20000	0	0.2	False	0.15	20	-0.2	-0.15
GCF_000828615.1	GCF_000828615.1:NZ_AP012273.1:sox_cluster_1	5000	0	0.05	False	0.05	20	-0.05	-0.05
GCF_000828615.1	GCF_000828615.1:NZ_AP012273.1:sox_cluster_1	10000	0	0.1	False	0.05	20	-0.1	-0.05
GCF_000828615.1	GCF_000828615.1:NZ_AP012273.1:sox_cluster_1	20000	0	0.35	False	0.3	20	-0.35	-0.3
GCF_000828635.1	GCF_000828635.1:NZ_AP012547.1:sox_cluster_1	5000	0	0.05	False	0.05	20	-0.05	-0.05
GCF_000828635.1	GCF_000828635.1:NZ_AP012547.1:sox_cluster_1	10000	0	0.05	False	0.05	20	-0.05	-0.05
GCF_000828635.1	GCF_000828635.1:NZ_AP012547.1:sox_cluster_1	20000	0	0.15	False	0.15	20	-0.15	-0.15
GCF_000828635.1	GCF_000828635.1:NZ_AP012547.1:sox_cluster_2	5000	0	0.1	False	0.1	20	-0.1	-0.1
GCF_000828635.1	GCF_000828635.1:NZ_AP012547.1:sox_cluster_2	10000	0	0.1	False	0.1	20	-0.1	-0.1
GCF_000828635.1	GCF_000828635.1:NZ_AP012547.1:sox_cluster_2	20000	0	0.1	False	0.1	20	-0.1	-0.1
GCF_000934605.2	GCF_000934605.2:NZ_CP010897.2:sox_cluster_1	5000	0	0.4	False	0.25	20	-0.4	-0.25
GCF_000934605.2	GCF_000934605.2:NZ_CP010897.2:sox_cluster_1	10000	0	0.55	False	0.35	20	-0.55	-0.35
GCF_000934605.2	GCF_000934605.2:NZ_CP010897.2:sox_cluster_1	20000	0	1.25	False	0.45	20	-1.25	-0.45
GCF_000954135.1	GCF_000954135.1:NZ_CP010799.1:sox_cluster_1	5000	0	0.35	False	0.15	20	-0.35	-0.15
GCF_000954135.1	GCF_000954135.1:NZ_CP010799.1:sox_cluster_1	10000	0	0.6	False	0.2	20	-0.6	-0.2
GCF_000954135.1	GCF_000954135.1:NZ_CP010799.1:sox_cluster_1	20000	0	1.05	False	0.25	20	-1.05	-0.25
GCF_000967425.1	GCF_000967425.1:NZ_FO082820.1:sox_cluster_1	5000	0	0.15	False	0.1	20	-0.15	-0.1
GCF_000967425.1	GCF_000967425.1:NZ_FO082820.1:sox_cluster_1	10000	0	0.15	False	0.1	20	-0.15	-0.1
GCF_000967425.1	GCF_000967425.1:NZ_FO082820.1:sox_cluster_1	20000	0	0.3	False	0.15	20	-0.3	-0.15
GCF_000968535.2	GCF_000968535.2:NC_016112.1:sox_cluster_1	5000	0	0.15	False	0.1	20	-0.15	-0.1
GCF_000968535.2	GCF_000968535.2:NC_016112.1:sox_cluster_1	10000	0	0.35	False	0.15	20	-0.35	-0.15
GCF_000968535.2	GCF_000968535.2:NC_016112.1:sox_cluster_1	20000	1	0.85	True	0.4	20	0.15000000000000002	0.6
GCF_000968535.2	GCF_000968535.2:NC_016112.1:sox_cluster_2	5000	0	0.4	False	0.25	20	-0.4	-0.25
GCF_000968535.2	GCF_000968535.2:NC_016112.1:sox_cluster_2	10000	0	0.55	False	0.25	20	-0.55	-0.25
GCF_000968535.2	GCF_000968535.2:NC_016112.1:sox_cluster_2	20000	0	1.05	False	0.55	20	-1.05	-0.55
GCF_000968535.2	GCF_000968535.2:NC_016112.1:sox_cluster_3	5000	0	0.5	False	0.3	20	-0.5	-0.3
GCF_000968535.2	GCF_000968535.2:NC_016112.1:sox_cluster_3	10000	0	0.55	False	0.3	20	-0.55	-0.3
GCF_000968535.2	GCF_000968535.2:NC_016112.1:sox_cluster_3	20000	1	0.9	True	0.45	20	0.09999999999999998	0.55
GCF_000968535.2	GCF_000968535.2:NC_016112.1:sox_cluster_4	5000	0	0.0	False	0.0	20	0.0	0.0
GCF_000968535.2	GCF_000968535.2:NC_016112.1:sox_cluster_4	10000	0	0.15	False	0.1	20	-0.15	-0.1
GCF_000968535.2	GCF_000968535.2:NC_016112.1:sox_cluster_4	20000	0	0.65	False	0.25	20	-0.65	-0.25
GCF_000972785.3	GCF_000972785.3:NZ_CP011253.3:sox_cluster_1	5000	0	1.1	False	0.3	20	-1.1	-0.3
GCF_000972785.3	GCF_000972785.3:NZ_CP011253.3:sox_cluster_1	10000	0	1.7	False	0.35	20	-1.7	-0.35
GCF_000972785.3	GCF_000972785.3:NZ_CP011253.3:sox_cluster_1	20000	0	2.65	False	0.55	20	-2.65	-0.55
GCF_000973625.1	GCF_000973625.1:NZ_CP007501.1:sox_cluster_1	5000	0	0.0	False	0.0	20	0.0	0.0
GCF_000973625.1	GCF_000973625.1:NZ_CP007501.1:sox_cluster_1	10000	0	0.05	False	0.05	20	-0.05	-0.05
GCF_000973625.1	GCF_000973625.1:NZ_CP007501.1:sox_cluster_1	20000	0	0.05	False	0.05	20	-0.05	-0.05
GCF_000973625.1	GCF_000973625.1:NZ_CP007501.1:sox_cluster_2	5000	0	0.0	False	0.0	20	0.0	0.0
GCF_000973625.1	GCF_000973625.1:NZ_CP007501.1:sox_cluster_2	10000	0	0.05	False	0.05	20	-0.05	-0.05
GCF_000973625.1	GCF_000973625.1:NZ_CP007501.1:sox_cluster_2	20000	0	0.05	False	0.05	20	-0.05	-0.05
GCF_000987835.1	GCF_000987835.1:NZ_CP011308.1:sox_cluster_1	5000	0	0.2	False	0.15	20	-0.2	-0.15
GCF_000987835.1	GCF_000987835.1:NZ_CP011308.1:sox_cluster_1	10000	0	0.35	False	0.25	20	-0.35	-0.25
GCF_000987835.1	GCF_000987835.1:NZ_CP011308.1:sox_cluster_1	20000	0	0.45	False	0.3	20	-0.45	-0.3
GCF_000987835.1	GCF_000987835.1:NZ_CP011308.1:sox_cluster_2	5000	0	0.15	False	0.15	20	-0.15	-0.15
GCF_000987835.1	GCF_000987835.1:NZ_CP011308.1:sox_cluster_2	10000	0	0.2	False	0.2	20	-0.2	-0.2
GCF_000987835.1	GCF_000987835.1:NZ_CP011308.1:sox_cluster_2	20000	0	0.35	False	0.3	20	-0.35	-0.3
GCF_001007875.1	GCF_001007875.1:NZ_CP011412.1:sox_cluster_1	5000	0	0.0	False	0.0	20	0.0	0.0
GCF_001007875.1	GCF_001007875.1:NZ_CP011412.1:sox_cluster_1	10000	0	0.1	False	0.05	20	-0.1	-0.05
GCF_001007875.1	GCF_001007875.1:NZ_CP011412.1:sox_cluster_1	20000	0	0.5	False	0.1	20	-0.5	-0.1
GCF_001007875.1	GCF_001007875.1:NZ_CP011412.1:sox_cluster_2	5000	0	0.2	False	0.1	20	-0.2	-0.1
GCF_001007875.1	GCF_001007875.1:NZ_CP011412.1:sox_cluster_2	10000	0	0.2	False	0.1	20	-0.2	-0.1
GCF_001007875.1	GCF_001007875.1:NZ_CP011412.1:sox_cluster_2	20000	0	0.3	False	0.2	20	-0.3	-0.2
GCF_001007875.1	GCF_001007875.1:NZ_CP011412.1:sox_cluster_3	5000	0	0.1	False	0.05	20	-0.1	-0.05
GCF_001007875.1	GCF_001007875.1:NZ_CP011412.1:sox_cluster_3	10000	0	0.1	False	0.05	20	-0.1	-0.05
GCF_001007875.1	GCF_001007875.1:NZ_CP011412.1:sox_cluster_3	20000	0	0.3	False	0.2	20	-0.3	-0.2
GCF_001007875.1	GCF_001007875.1:NZ_CP011412.1:sox_cluster_4	5000	0	0.0	False	0.0	20	0.0	0.0
GCF_001007875.1	GCF_001007875.1:NZ_CP011412.1:sox_cluster_4	10000	0	0.0	False	0.0	20	0.0	0.0
GCF_001007875.1	GCF_001007875.1:NZ_CP011412.1:sox_cluster_4	20000	0	0.0	False	0.0	20	0.0	0.0
GCF_001017435.1	GCF_001017435.1:NZ_CP011371.1:sox_cluster_1	5000	0	0.05	False	0.05	20	-0.05	-0.05
GCF_001017435.1	GCF_001017435.1:NZ_CP011371.1:sox_cluster_1	10000	0	0.2	False	0.1	20	-0.2	-0.1
GCF_001017435.1	GCF_001017435.1:NZ_CP011371.1:sox_cluster_1	20000	0	0.2	False	0.1	20	-0.2	-0.1
GCF_001020955.1	GCF_001020955.1:NZ_CP011367.1:sox_cluster_1	5000	0	0.05	False	0.05	20	-0.05	-0.05
GCF_001020955.1	GCF_001020955.1:NZ_CP011367.1:sox_cluster_1	10000	1	0.1	True	0.05	20	0.9	0.95
GCF_001020955.1	GCF_001020955.1:NZ_CP011367.1:sox_cluster_1	20000	2	0.45	True	0.2	20	1.55	0.8
GCF_001020955.1	GCF_001020955.1:NZ_CP011367.1:sox_cluster_2	5000	0	0.0	False	0.0	20	0.0	0.0
GCF_001020955.1	GCF_001020955.1:NZ_CP011367.1:sox_cluster_2	10000	0	0.0	False	0.0	20	0.0	0.0
GCF_001020955.1	GCF_001020955.1:NZ_CP011367.1:sox_cluster_2	20000	0	0.15	False	0.15	20	-0.15	-0.15
GCF_001020955.1	GCF_001020955.1:NZ_CP011367.1:sox_cluster_3	5000	0	0.15	False	0.1	20	-0.15	-0.1
GCF_001020955.1	GCF_001020955.1:NZ_CP011367.1:sox_cluster_3	10000	0	0.15	False	0.1	20	-0.15	-0.1
GCF_001020955.1	GCF_001020955.1:NZ_CP011367.1:sox_cluster_3	20000	0	0.25	False	0.2	20	-0.25	-0.2
GCF_001020955.1	GCF_001020955.1:NZ_CP011367.1:sox_cluster_4	5000	0	0.1	False	0.05	20	-0.1	-0.05
GCF_001020955.1	GCF_001020955.1:NZ_CP011367.1:sox_cluster_4	10000	0	0.2	False	0.15	20	-0.2	-0.15
GCF_001020955.1	GCF_001020955.1:NZ_CP011367.1:sox_cluster_4	20000	0	0.25	False	0.2	20	-0.25	-0.2
GCF_001029105.3	GCF_001029105.3:NZ_CP011807.3:sox_cluster_1	5000	1	0.15	True	0.15	20	0.85	0.85
GCF_001029105.3	GCF_001029105.3:NZ_CP011807.3:sox_cluster_1	10000	2	0.15	True	0.15	20	1.85	0.85
GCF_001029105.3	GCF_001029105.3:NZ_CP011807.3:sox_cluster_1	20000	3	0.3	True	0.25	20	2.7	0.75
GCF_001051995.2	GCF_001051995.2:NZ_CP014646.1:sox_cluster_1	5000	0	0.2	False	0.15	20	-0.2	-0.15
GCF_001051995.2	GCF_001051995.2:NZ_CP014646.1:sox_cluster_1	10000	0	0.4	False	0.2	20	-0.4	-0.2
GCF_001051995.2	GCF_001051995.2:NZ_CP014646.1:sox_cluster_1	20000	0	0.9	False	0.3	20	-0.9	-0.3
GCF_001051995.2	GCF_001051995.2:NZ_CP014646.1:sox_cluster_2	5000	0	0.1	False	0.1	20	-0.1	-0.1
GCF_001051995.2	GCF_001051995.2:NZ_CP014646.1:sox_cluster_2	10000	0	0.2	False	0.2	20	-0.2	-0.2
GCF_001051995.2	GCF_001051995.2:NZ_CP014646.1:sox_cluster_2	20000	0	0.45	False	0.25	20	-0.45	-0.25
GCF_001187845.1	GCF_001187845.1:NZ_CP012160.1:sox_cluster_1	5000	0	0.0	False	0.0	20	0.0	0.0
GCF_001187845.1	GCF_001187845.1:NZ_CP012160.1:sox_cluster_1	10000	0	0.0	False	0.0	20	0.0	0.0
GCF_001187845.1	GCF_001187845.1:NZ_CP012160.1:sox_cluster_1	20000	0	0.0	False	0.0	20	0.0	0.0
GCF_001305575.3	GCF_001305575.3:NZ_CP012373.2:sox_cluster_1	5000	0	0.35	False	0.2	20	-0.35	-0.2
GCF_001305575.3	GCF_001305575.3:NZ_CP012373.2:sox_cluster_1	10000	0	0.65	False	0.3	20	-0.65	-0.3
GCF_001305575.3	GCF_001305575.3:NZ_CP012373.2:sox_cluster_1	20000	2	1.6	True	0.6	20	0.3999999999999999	0.4
GCF_001305575.3	GCF_001305575.3:NZ_CP012373.2:sox_cluster_2	5000	0	0.65	False	0.35	20	-0.65	-0.35
GCF_001305575.3	GCF_001305575.3:NZ_CP012373.2:sox_cluster_2	10000	0	0.9	False	0.4	20	-0.9	-0.4
GCF_001305575.3	GCF_001305575.3:NZ_CP012373.2:sox_cluster_2	20000	0	1.65	False	0.6	20	-1.65	-0.6
GCF_001305575.3	GCF_001305575.3:NZ_CP012373.2:sox_cluster_3	5000	0	0.6	False	0.3	20	-0.6	-0.3
GCF_001305575.3	GCF_001305575.3:NZ_CP012373.2:sox_cluster_3	10000	2	0.75	True	0.4	20	1.25	0.6
GCF_001305575.3	GCF_001305575.3:NZ_CP012373.2:sox_cluster_3	20000	2	1.75	True	0.55	20	0.25	0.44999999999999996
GCF_001305595.1	GCF_001305595.1:NZ_CP012405.1:sox_cluster_1	5000	2	0.4	True	0.2	20	1.6	0.8
GCF_001305595.1	GCF_001305595.1:NZ_CP012405.1:sox_cluster_1	10000	2	0.65	True	0.25	20	1.35	0.75
GCF_001305595.1	GCF_001305595.1:NZ_CP012405.1:sox_cluster_1	20000	2	1.0	True	0.45	20	1.0	0.55
GCF_001308265.1	GCF_001308265.1:NZ_CP012023.1:sox_cluster_1	5000	0	0.5	False	0.2	20	-0.5	-0.2
GCF_001308265.1	GCF_001308265.1:NZ_CP012023.1:sox_cluster_1	10000	0	0.65	False	0.3	20	-0.65	-0.3
GCF_001308265.1	GCF_001308265.1:NZ_CP012023.1:sox_cluster_1	20000	0	1.2	False	0.6	20	-1.2	-0.6
GCF_001465545.3	GCF_001465545.3:NZ_CP013480.3:sox_cluster_1	5000	0	0.0	False	0.0	20	0.0	0.0
GCF_001465545.3	GCF_001465545.3:NZ_CP013480.3:sox_cluster_1	10000	0	0.05	False	0.05	20	-0.05	-0.05
GCF_001465545.3	GCF_001465545.3:NZ_CP013480.3:sox_cluster_1	20000	0	0.1	False	0.1	20	-0.1	-0.1
GCF_001465595.2	GCF_001465595.2:NZ_CP013481.2:sox_cluster_1	5000	0	0.1	False	0.1	20	-0.1	-0.1
GCF_001465595.2	GCF_001465595.2:NZ_CP013481.2:sox_cluster_1	10000	0	0.15	False	0.15	20	-0.15	-0.15
